"招聘单位","招聘岗位","薪资区间","工作地点","工作经验","学历要求","岗位属性","类别","发布时间","职位诱惑","职位描述","工作地址","爬取时间"
"京东集团京东集团-AI平台与研究院","图像算法工程师","30k-60k","北京 ","经验5-10年","本科及以上","全职","深度学习 | 计算机视觉 | 图像处理 | 模式识别","2018-07-31  ","成长空间","部门主要是京东AI平台部-计算机视觉研发部，这个部门主要支持基于电商场景的视觉应用，拍照购，时尚推荐，图像识别产品。","北京-朝阳区-亚运村-北辰世纪中心A座","2018-08-13 19:16:49"
"数美杭州研发中心","图像识别工程师","20k-40k","杭州 ","经验1-3年","本科及以上","全职","大数据 | 深度学习 | 计算机视觉 | 图像处理 | 模式识别","07:12  ","行业大咖,自由开放,Geek","360、小米、百度等顶级互联网公司联合投资，顶级大数据公司","杭州-余杭区-东西大道","2018-08-13 19:16:52"
"周同科技技术研发","算法实习生（AI智能）","5k-10k","北京 ","经验1年以下","硕士及以上","全职","人工智能 | 深度学习 | 图像处理 | 信息安全 | 移动互联网","10:49  ","近邻地铁,办公环境优,扁平管理,氛围佳","1、钻研机器学习、深度学习、计算机视觉、视频处理算法，解决图像识别、人脸识别、视频识别、视频理解等应用领域的实际问题。结合业务需求，不断提出新方案、优化现有算法性能","北京-朝阳区-先锋金融大厦八层801","2018-08-13 19:16:55"
"重庆盘古美天物联网科技有限公司美天停车","算法工程师","15k-20k","重庆 ","经验3-5年","硕士及以上","全职","人工智能 | 图像处理 | 模式识别 | 算法","13:53  ","五险,年终奖,双休,免费午餐","岗位职责","重庆-江北区-五里店-金融城2号T1栋17楼","2018-08-13 19:16:58"
"易鑫集团智能风控部","资深算法工程师J11485","30k-50k","北京 ","经验3-5年","硕士及以上","全职","机器学习 | 深度学习 | NLP | 图像处理","12:05  ","团队牛人多","工作职责: 1. 负责易鑫集团人工智能算法和模型（如：深度学习）的研发和优化， 应用场景包括OCR、目标检测/识别、人脸识别、图像分类、视频内容分析/风险识别等互联网内容感知与风控。  2. 模型的工程化、落地及持续调优。任职资格:1. 计算机（机器学习、人工智能等方向）、数学、统计学或相关专业本科及以上学历，五年以上工作经验，或博士二年以上工作经验，特别优秀者除外。  2. 熟悉机器学习算法，特别是有异常检测、图、NLP和深度学习算法经验者优先；具有分布式数据处理框架（Hadoop/Hive/HBase/Spark/Storm）的使用经验更佳；  3. 扎实的编程基础，精通至少一门编程语言和熟悉SQL查询语法。熟练Python、R优先，具有Java开发经验更佳；  4. 有风控或反欺诈行业经验者优先；  5. 发表过人工智能国际顶级会议/期刊论文或有大规模商用产品转化经验者优先 6. 有良好的数据敏感度，对数据分析有持久的热情和兴趣；  7. 执着于复杂问题的研究，同时对于复杂问题，擅长进行开放性问题的探索，并对寻求新的思路和方法尤其热衷，并可以将研究结果实现于问题的解决； 8. 喜欢人才的培养，喜欢和不同的人讨论新的观点，拥有极佳的学习及包容心态和热衷于尝试构建独特的思维体系。  9. 具有跟产品经理和技术工程师就数据分析结果进行良好沟通的能力；具有良好的团队协调工作能力。","北京-海淀区-西直门-首体南路6号新世纪饭店写字楼9层","2018-08-13 19:17:02"
"搜狗桌面事业部","智能语音-多模交互算法工程师","20k-40k","北京 ","经验3-5年","硕士及以上","全职","算法 | NLP","08:58  ","AI方向,多模态技术,图像研究,团队精英","【项目介绍】","北京-海淀区-五道口-清华科技园科技大厦D座","2018-08-13 19:17:05"
"瑞为智能系统集成部","高级软件研发工程师","25k-35k","北京 ","经验3-5年","本科及以上","全职","分布式 | Java","17:44  ","激励期权,带薪年假,午餐补贴,下午茶","职位描述：                 岗位职责：                         1. 负责公司人脸识别相关产品和项目的设计及研发。","北京-海淀区-学院路-学院国际大厦","2018-08-13 19:17:09"
"Face++CSG","Android开发工程师-厦门","10k-20k","厦门 ","经验3-5年","本科及以上","全职","移动端 | Android | IOS","18:02  ","技术大牛","岗位职责：","厦门-集美区-杏林湾商务运营中心10号楼601","2018-08-13 19:17:12"
"图麟科技市场部","销售经理","10k-20k","合肥 ","经验5-10年","大专及以上","全职","销售 | 市场拓展","15:08  ","员工旅游,节日福利,带薪年假,定期体检","工作职责：","合肥-高新区-潜水东路66号天源迪科产业园1号楼10楼","2018-08-13 19:17:15"
"苏宁易购人工智能研发中心","图像算法专家","25k-50k","北京 ","经验3-5年","硕士及以上","全职","视频 | 机器学习 | 深度学习 | 图像处理 | 算法","09:10  ","500强,五险一金","岗位职责：","北京-朝阳区-望京-望京东路8号锐创国际A座11层","2018-08-13 19:17:18"
"翼辉信息","人工智能算法工程师","15k-25k","北京 ","经验1-3年","本科及以上","全职","人工智能 | 算法","18:31  ","五险一金,超长年假,员工团建,节日礼品","岗位职责1. 负责深度学习、机器学习算法研究2. 负责特定应用场景下机器学习的模型搭建或模型调优3. 参与构建与推进相关应用场景下机器学习平台的持续演进和落地4. 参与 SylixOS 平台上深度学习应用方案设计任职资格1. 深度学习或计算机相关专业，本科以上学历，2 年以上工作经验2. 有深度学习CNN，RNN 等神经网络相关经验者优先3. 熟悉Python或C++开发4. 熟悉相关深度学习框架如Tensorflow、Caffe等优先5. 有相关场景算法（如人脸识别、目标检测、智能语音交互）的研究与优化经验者优先","北京-海淀区-翠湖科技园云中心12号楼","2018-08-13 19:17:21"
"字节跳动","多媒体（高级）开发工程师","25k-50k","深圳 ","经验3-5年","本科及以上","全职","视频","2018-08-08  ","六险一金，高薪期权，弹性工作，免费三餐，租房补贴，带薪休假，职业大牛，晋升空间",,"深圳-南山区-深圳市南山区海德三道15号海岸大厦东座B区14层","2018-08-13 19:17:36"
"数美研发部","图像识别工程师","20k-40k","北京 ","经验3-5年","本科及以上","全职","大数据 | 算法 | 数据挖掘","07:12  ","行业大咖,自由开放,Geek","360、小米、百度等顶级互联网公司联合投资，顶级大数据公司","北京-朝阳区-望京-望京诚盈中心","2018-08-13 19:17:38"
"京东集团京东集团-AI平台与研究院","计算机视觉研究员","30k-60k","北京 ","经验1-3年","博士及以上","全职","机器学习 | 深度学习 | 计算机视觉 | 图像处理","2018-07-31  ","大牛多,成长快,新项目","AI研究院招聘计算机视觉研究员/资深研究员","北京-朝阳区-亚运村-北辰世纪中心A座","2018-08-13 19:17:44"
"瑞为智能系统集成部","软件研发工程师","10k-20k","北京 ","经验1-3年","本科及以上","全职","Java | 图像处理","17:44  ","带薪年假,激励期权,午餐补贴,水果下午茶","               职位描述：        岗位职责：        1. 负责人脸识别相关产品和项目的开发和维护。","北京-海淀区-学院路-学院国际大厦","2018-08-13 19:17:47"
"周同科技技术研发","算法工程师（AI智能）","20k-40k","北京 ","经验1-3年","硕士及以上","全职","机器学习 | 深度学习 | 人工智能 | 图像处理","10:49  ","五险一金,全额缴纳,补充医疗,午餐补助","岗位职责","北京-朝阳区-先锋金融大厦八层801","2018-08-13 19:17:49"
"云天励飞研发中心","方案经理","10k-20k","杭州 ","经验3-5年","本科及以上","全职","视频 | 视频 | 策略","09:48  ","人工智能领,独角兽行业,成长快,技术强","岗位职责：","杭州-下沙-高教园-杭州市高科技企业孵化器二期","2018-08-13 19:17:52"
"捞月狗","视频算法工程师","25k-35k","上海 ","经验3-5年","本科及以上","全职","直播 | 媒体 | 图像处理 | 算法","09:41  ","发展空间大,团队氛围好,扁平化管理,成长空间大","职位描述：1、开发视频图像算法；","上海-徐汇区-越界·创意园区28号楼203室","2018-08-13 19:17:55"
"清帆科技感知计算组","高级算法工程师","20k-40k","北京 ","经验1-3年","硕士及以上","全职","深度学习 | NLP | 计算机视觉 | 图像处理","09:15  ","技术大咖,期权激励,晋升空间大,优秀团队","岗位职责：","北京-海淀区-西北旺-中关村软件园立思辰大厦5层","2018-08-13 19:17:59"
"京东金融","资深机器学习工程师","30k-50k","北京 ","经验3-5年","硕士及以上","全职","金融 | 算法 | 数据挖掘","11:55  ","班车,餐补","岗位职责：","北京-大兴区-京东总部","2018-08-13 19:18:02"
"地平线机器人智能IOT","技术产品经理(TPM)","18k-30k","北京 ","经验3-5年","本科及以上","全职","视频 | 视频","10:38  ","绩效奖金,发展空间大,弹性工作,团队聚餐","工作职责:1.负责算法软件产品的规划、设计和目标管理；2.将实际需求转化为算法问题解决方案。任职资格:1.具有扎实的技术基础和技术背景，有计算机视觉、图像处理、模式识别相关背景者优先；2.具备较强的逻辑能力，能够梳理产品需求、流程并清晰抽象；3.对数据以及算法指标高度敏感；4.加分项：具有人脸识别、视频结构化等AI行业经验。","北京-海淀区-中关村大街1号海龙大厦3层","2018-08-13 19:18:05"
"图麟科技市场部","安防市场经理","15k-30k","上海 ","经验3-5年","本科及以上","全职","市场拓展 | 销售","15:08  ","团队建设,五险一金,带薪年假,年度体检","• 工作职责： 1、负责关系维护及全国市场的开发及客户关系维护，建立各相关行业客户数据库，进行客户分析，挖掘用户需求，开发新的客户和新的市场领域； 2、负责行业或者区域内重大订单的运作与商务谈判、执行及回款工作； 3、制定全年销售规划，负责行业内短期及长期的销售策略和战略分析，引导和控制市场销售工作的方向和进度，制定、调整销售策略； 4、规划并完善行业目标客户群的拓展策划，开发多种销售手段，完成销售目标； 5、完成公司交办的其他任务。  • 任职资格： 1、8年以上相关行业销售经验，5年以上专注公安或司法监狱行业、军工等行业销售经验，或熟悉安防及人脸识别行业，经验和人脉资源丰富者可放宽条件； 2、具备安防产品和系统解决方案销售经验，有成功项目经验者优先； 3、具备良好的语言表达能力、市场开拓和洞察能力、较强的逻辑思维、团队协作能力；较强的分析能力和学习能力；全局把控能力； 4、熟练掌握销售技巧、谈判技巧、商务知识（招投标、合同、财务等）和商务礼仪； 5、能够适应出差。","上海-浦东新区-张江-蔡伦路1690号3号楼3楼","2018-08-13 19:18:08"
